player_id,age,gender,country,acquisition_channel,device_type,days_since_install,sessions_last_7d,avg_session_length_min,total_playtime_hours,levels_completed,current_level,tutorial_completed,num_friends_connected,push_notifications_enabled,ad_views,rewarded_ad_views,store_visits,items_viewed_in_store,wishlist_items,days_active_last_30,streak_days,rage_quit_events,level_fail_rate,social_shares,converted_to_payer
100052,15.0,Male,Philippines,organic,iOS,3,5,9.138336234977958,1.15,6,7,1,3.0,0,11,4,2,6,0,16,1,3,0.528,1,0
100053,24.0,Male,USA,organic,iOS,9,10,7.334259807360416,2.66,18,19,1,1.0,1,9,2,2,7,3,11,1,4,0.701,1,0
100054,23.0,Male,Germany,referral,Android,25,6,0.9661009234310471,0.23,7,8,1,2.0,0,6,2,2,7,0,19,1,3,0.832,1,0
100055,22.0,Female,Mexico,organic,iOS,20,7,8.844270790411699,4.84,12,12,1,4.0,0,8,2,0,0,2,22,0,8,0.345,1,0
100056,25.0,Female,Germany,paid_search,iOS,8,13,8.928075949817183,2.51,18,19,1,3.0,0,10,5,4,5,0,15,1,3,0.496,1,0
100057,39.0,Male,Japan,organic,iOS,38,6,16.264011738017288,5.31,21,21,1,4.0,1,7,3,8,16,0,23,4,1,0.638,1,0
100058,20.0,Female,USA,paid_search,iOS,53,8,16.699419717828157,18.95,27,27,0,4.0,1,14,4,4,12,0,19,0,5,0.579,0,0
100059,35.0,Male,Japan,paid_search,iOS,26,9,7.991202751343902,3.29,6,8,1,1.0,0,4,2,2,3,1,5,3,4,0.803,0,0
100060,14.0,Female,Canada,paid_social,iOS,2,7,9.328907376148535,1.41,9,10,1,2.0,1,6,1,1,1,0,12,1,0,0.863,0,0
100061,24.0,Female,USA,paid_social,iOS,8,5,10.111505421303457,2.22,7,9,1,0.0,0,3,1,0,0,0,5,0,4,0.896,1,0
100062,28.0,Male,Brazil,organic,Android,47,5,5.976391145356547,3.66,10,10,1,3.0,1,4,1,2,5,0,24,6,3,0.51,0,0
100063,,Male,Indonesia,organic,Android,53,9,5.06661870718192,3.68,14,16,1,1.0,1,4,2,1,2,0,22,2,2,0.496,0,0
100064,33.0,Male,Mexico,referral,iOS,29,10,14.172034536820018,15.7,15,17,1,5.0,1,8,4,2,5,1,20,5,3,0.857,1,0
100065,33.0,Female,USA,referral,iOS,37,1,5.450982393521365,0.4,5,7,1,2.0,1,0,0,0,0,1,10,2,4,0.544,0,0
100066,24.0,Male,India,referral,iOS,4,8,18.147548737971384,4.44,21,23,1,5.0,1,5,2,0,0,1,18,2,2,0.831,1,0
100067,,Female,Philippines,paid_search,Android,11,5,8.52363526184524,1.55,16,18,1,2.0,0,7,4,1,3,0,15,3,4,0.737,0,0
100068,34.0,Male,Brazil,paid_social,Android,24,5,13.237336027629423,4.05,14,14,1,0.0,1,3,2,1,2,1,13,3,4,0.437,0,1
100069,25.0,Male,Indonesia,paid_social,iOS,9,7,12.18789288415271,4.1,19,21,1,3.0,0,6,4,2,5,2,22,18,1,0.622,0,0
100070,17.0,Female,Germany,paid_search,Android,6,0,5.530676489715486,0.0,10,11,1,0.0,0,5,1,0,0,0,12,1,3,0.908,0,0
100071,18.0,Male,Canada,organic,Android,17,5,,1.21,15,16,1,0.0,0,6,1,2,8,0,14,1,2,0.487,1,0
100072,20.0,Male,USA,paid_social,Android,5,6,15.327522433279938,1.33,9,11,1,0.0,0,3,1,1,2,0,23,2,9,0.244,0,0
100073,31.0,Female,Japan,organic,Android,11,6,4.331026647651631,0.82,11,13,0,0.0,0,4,2,1,2,0,13,0,3,0.396,0,0
100074,28.0,Male,Germany,paid_social,Android,5,9,1.958560288299739,0.63,8,9,1,3.0,0,8,4,2,5,1,13,4,6,0.814,0,0
100075,33.0,Female,Japan,paid_search,Android,7,6,6.091137555856135,0.97,9,11,1,1.0,1,6,3,1,2,0,11,0,1,0.524,0,0
100076,24.0,Other,USA,paid_social,Android,9,11,10.47677173384189,2.79,23,24,1,3.0,1,9,4,1,2,2,13,5,1,0.729,0,1
100077,28.0,Male,Indonesia,paid_search,iOS,10,4,11.621071996321843,2.19,9,11,1,1.0,1,3,1,3,12,0,18,2,5,0.729,1,0
100078,32.0,Female,Mexico,influencer,Android,18,15,10.399041164207413,7.27,25,25,1,1.0,0,14,4,4,9,5,19,1,3,0.468,1,1
100079,25.0,Male,Philippines,influencer,iOS,21,3,8.437145715381224,1.8,13,14,1,1.0,0,4,2,1,3,0,8,2,3,0.66,0,0
100080,31.0,Female,USA,referral,Android,12,17,22.02015653187656,8.79,26,27,1,2.0,0,5,1,5,19,1,26,13,1,0.512,1,1
100081,22.0,Other,Brazil,referral,iOS,18,9,12.914542200468048,6.24,14,16,1,2.0,0,6,3,3,3,0,16,1,1,0.502,0,0
100082,24.0,Female,USA,paid_social,Android,19,7,9.643791153501867,5.24,4,6,0,0.0,0,5,1,0,0,0,11,4,1,0.564,1,0
100083,24.0,Female,USA,paid_search,Android,5,2,,0.45,4,6,1,1.0,0,2,1,1,1,1,22,2,1,0.6,0,0
100084,17.0,Male,UK,paid_search,Android,10,7,9.356480109339739,2.55,9,11,1,0.0,0,4,2,0,0,0,10,1,5,0.348,0,0
100085,31.0,Female,Canada,influencer,Android,16,6,14.63209083297868,4.58,14,15,1,0.0,1,7,4,3,4,0,12,0,4,0.388,0,0
100086,23.0,Male,Indonesia,paid_social,iOS,3,11,0.5,0.08,11,12,1,3.0,0,4,2,0,0,0,6,1,4,0.6,0,1
100087,27.0,Female,USA,paid_social,Android,42,4,3.3297180042569146,1.72,13,14,1,4.0,0,3,1,5,13,0,15,3,3,0.816,2,0
100088,31.0,Male,India,referral,Android,2,9,12.769582042687778,2.62,9,11,1,1.0,0,4,1,2,2,3,16,1,4,0.726,0,0
100089,31.0,Male,India,paid_search,Android,42,4,13.348457048190625,7.73,11,11,1,1.0,0,4,2,0,0,1,17,1,7,0.824,0,0
100090,32.0,Male,USA,organic,Android,26,4,13.193340112827041,5.09,10,11,1,1.0,1,5,1,0,0,0,10,2,3,0.756,1,0
100091,26.0,Male,Mexico,paid_social,iOS,5,8,17.531402545428033,2.12,14,15,1,4.0,0,6,2,3,6,2,15,3,2,0.398,2,1
100092,24.0,Male,USA,paid_social,iOS,15,13,13.480198482104221,9.54,14,14,1,4.0,0,10,6,3,12,3,14,0,3,0.677,2,0
100093,26.0,Male,USA,paid_search,Android,1,5,9.065106416279496,0.96,14,16,1,0.0,1,4,1,1,1,1,9,1,3,0.923,1,0
100094,14.0,Female,UK,influencer,Android,9,12,18.559488454320928,9.05,18,19,1,1.0,0,10,3,4,7,0,27,2,3,0.173,1,0
100095,15.0,Female,USA,paid_search,Android,20,5,,5.6,22,22,1,5.0,0,12,6,4,13,0,15,3,2,0.691,1,1
100096,16.0,Male,Brazil,referral,iOS,21,6,19.35767637539307,4.29,26,26,1,6.0,1,15,4,6,17,1,20,0,0,0.417,0,0
100097,19.0,Female,Germany,paid_social,Android,39,6,0.5,0.22,10,10,1,1.0,0,2,1,1,4,0,21,2,2,0.551,0,0
100098,30.0,Male,USA,organic,iOS,13,2,4.606272602089688,0.47,5,5,0,1.0,1,5,2,0,0,0,21,1,4,0.84,0,0
100099,20.0,Female,Germany,paid_social,iOS,23,4,7.769305173831297,1.26,11,11,1,1.0,0,3,1,1,3,0,16,4,3,0.386,0,0
100100,24.0,Male,Brazil,paid_social,Android,54,8,9.626792191752592,6.38,17,18,1,2.0,1,12,7,1,3,0,17,2,2,0.74,2,1
100101,37.0,Female,Indonesia,referral,Android,29,18,19.426023480288947,26.09,22,22,1,2.0,0,9,3,3,3,0,16,2,2,0.388,1,0
100102,24.0,Male,USA,paid_search,iOS,1,4,1.6572274359751429,0.14,2,2,1,0.0,0,2,1,0,0,1,24,1,4,0.854,0,0
100103,33.0,Male,India,paid_social,Android,32,6,13.225462847890126,7.88,9,11,1,0.0,0,1,0,0,0,0,7,1,8,0.317,0,0
100104,20.0,Female,Indonesia,paid_social,Android,6,3,0.5,0.05,2,2,1,0.0,0,2,0,1,4,0,1,1,4,0.561,0,0
100105,25.0,Female,USA,influencer,Android,4,6,9.60364348617081,0.85,16,16,1,1.0,1,7,3,2,4,0,21,0,5,0.435,1,0
100106,19.0,Female,USA,organic,Android,35,2,6.9920770212589565,1.03,5,6,1,1.0,1,8,3,0,0,1,19,6,3,0.877,0,0
100107,24.0,Male,India,organic,Android,9,16,21.372709822032824,12.39,34,35,1,2.0,1,13,4,7,11,1,16,17,1,0.464,2,1
100108,34.0,Male,USA,paid_search,iOS,15,15,11.636396378433178,10.46,27,27,1,2.0,0,9,3,4,16,3,16,6,1,0.628,2,1
100109,13.0,Female,USA,paid_search,Android,15,9,7.903319159293276,4.15,17,18,1,2.0,1,7,3,1,4,1,15,20,0,0.704,1,0
100110,30.0,Male,Canada,paid_social,Android,4,3,8.750754802824101,0.67,14,16,1,3.0,0,3,1,1,3,2,19,3,2,0.58,2,0
100111,29.0,Male,Brazil,organic,Android,15,15,15.531062987545404,6.17,24,25,1,5.0,0,10,4,3,9,3,14,0,2,0.215,1,0
100112,22.0,Male,Germany,paid_social,iOS,17,2,8.451367622995232,1.12,6,6,1,0.0,1,2,1,0,0,1,10,3,2,0.935,1,0
100113,15.0,Male,India,organic,Android,38,7,12.865949499228456,5.5,19,19,1,2.0,1,7,4,4,8,1,14,1,2,0.735,2,1
100114,28.0,Male,USA,organic,Android,27,14,17.845107413890528,20.41,44,46,1,7.0,0,15,5,2,2,1,7,2,0,0.302,5,0
100115,23.0,Male,Philippines,organic,Android,1,7,9.651304694747864,1.03,15,16,1,0.0,0,7,3,0,0,1,16,11,2,0.709,1,0
100116,29.0,Female,UK,organic,iOS,25,8,4.593912912436258,3.4,12,14,0,1.0,0,1,1,0,0,1,15,1,6,0.606,1,0
100117,27.0,Female,Canada,paid_social,Android,23,2,5.84088613404383,0.62,8,10,1,1.0,1,4,2,1,2,1,6,0,4,0.518,0,0
100118,40.0,Female,USA,referral,iOS,23,2,6.336736244849299,1.05,5,5,0,2.0,1,2,1,2,4,0,8,1,3,0.75,0,0
100119,25.0,Female,USA,organic,Android,33,1,4.9571470807898566,0.47,7,8,1,1.0,1,4,2,2,3,0,6,0,2,0.393,0,0
100120,19.0,Male,UK,paid_social,Android,9,3,3.0930889175182843,0.45,9,10,1,1.0,1,2,1,3,9,1,22,0,3,0.631,0,0
100121,28.0,Female,India,paid_social,Android,12,10,9.806748955297747,3.05,9,11,1,5.0,1,3,1,7,26,0,15,1,4,0.351,0,0
100122,29.0,Female,USA,organic,Android,17,3,,0.42,7,7,1,2.0,1,5,2,1,1,3,14,6,3,0.954,1,0
100123,38.0,Female,India,paid_search,iOS,27,7,13.887806990042666,6.13,11,11,1,3.0,1,3,1,0,0,4,13,1,2,0.786,1,0
100124,34.0,Male,USA,organic,Android,26,4,5.397899328742053,1.96,7,8,1,2.0,1,1,0,2,5,1,13,0,1,0.446,1,0
100125,30.0,Female,Philippines,influencer,iOS,5,9,15.197606458081868,4.22,31,33,1,2.0,0,10,3,0,0,4,13,6,2,0.91,2,0
100126,39.0,Female,Mexico,paid_search,iOS,11,2,5.640335951900115,0.53,10,10,1,1.0,1,2,1,1,4,0,9,2,6,0.514,0,0
100127,17.0,Female,Indonesia,organic,Android,39,5,10.636660221160913,4.75,13,14,1,1.0,0,10,3,1,2,0,19,3,2,0.593,1,0
100128,22.0,Female,India,influencer,Android,25,2,3.217845318675088,0.44,9,9,0,3.0,0,3,1,0,0,0,10,2,7,0.653,0,0
100129,20.0,Female,Philippines,paid_social,iOS,7,4,9.741980192147379,0.69,10,12,0,1.0,1,8,5,0,0,2,9,6,5,0.781,0,0
100130,24.0,Female,Indonesia,organic,Android,16,3,8.012889574453595,0.96,6,6,1,0.0,0,5,3,0,0,0,16,0,5,0.546,1,0
100131,,Female,Philippines,paid_social,Android,5,16,13.458890582838222,3.17,23,25,1,,0,16,8,4,5,5,24,2,3,0.685,0,1
100132,32.0,Female,Germany,paid_search,iOS,15,5,11.026973195865393,2.6,16,18,0,2.0,0,6,2,5,10,3,10,1,2,0.496,1,1
100133,25.0,Female,Canada,paid_search,Android,10,8,14.642078934780654,4.23,10,11,1,0.0,0,3,2,3,5,2,9,1,1,0.44,0,0
100134,15.0,Male,India,paid_search,iOS,15,5,9.812875017841295,1.6,16,16,1,4.0,1,4,2,0,0,0,5,10,8,0.795,2,1
100135,19.0,Female,Indonesia,influencer,iOS,36,7,7.5522888206014835,4.54,21,23,1,2.0,0,7,2,0,0,1,13,0,4,0.782,1,0
100136,30.0,Male,Philippines,influencer,Android,1,4,14.074272061169752,1.11,10,10,1,1.0,1,6,2,1,2,2,11,1,1,0.681,0,0
100137,34.0,Male,Mexico,organic,Android,15,4,17.34043211077439,3.31,10,10,1,2.0,1,7,3,5,7,0,21,1,4,0.586,0,0
100138,43.0,Male,Japan,influencer,iOS,9,3,7.24603062730449,0.45,7,8,1,1.0,1,3,1,0,0,0,25,1,4,0.679,0,0
100139,50.0,Male,India,organic,iOS,16,7,11.231248510311074,5.02,11,12,0,3.0,0,4,1,2,4,1,12,0,2,0.743,0,1
100140,30.0,Male,UK,influencer,Android,41,5,4.283146909453283,2.21,12,14,1,0.0,0,3,1,1,3,0,9,5,5,0.587,0,0
100141,19.0,Male,India,organic,Android,5,16,16.075332212212082,3.83,37,37,1,5.0,1,9,2,7,21,4,11,0,3,0.587,2,0
100142,13.0,Male,Indonesia,organic,Android,35,5,5.0419898514893156,2.51,7,8,1,1.0,0,2,1,1,1,0,6,1,2,0.725,0,0
100143,,Female,USA,paid_social,Android,10,8,21.99577648416469,6.15,28,28,1,1.0,0,9,2,4,7,1,11,12,0,0.765,2,0
100144,20.0,Female,Brazil,organic,Android,1,2,8.700551527745457,0.32,9,11,1,0.0,1,6,1,1,2,0,7,1,4,0.601,0,0
100145,24.0,Other,Japan,referral,Android,63,8,6.267012140891209,6.16,7,9,1,1.0,1,2,1,1,2,0,22,3,1,0.675,1,0
100146,22.0,Male,Philippines,organic,Android,42,7,1.1916571866150383,1.21,12,14,1,3.0,1,6,3,0,0,2,19,4,6,0.288,0,0
100147,26.0,Male,Brazil,paid_social,Android,33,9,8.495646108635523,5.52,15,16,1,1.0,0,5,2,2,4,2,6,2,2,0.717,2,0
100148,36.0,Female,USA,influencer,iOS,66,4,11.57691413453873,4.79,6,8,1,0.0,1,5,2,0,0,2,9,2,4,0.752,0,0
100149,28.0,Male,India,paid_search,Android,25,9,9.435349890824737,7.26,11,12,1,1.0,0,5,3,2,3,1,18,1,1,0.179,0,0
100150,26.0,Other,USA,paid_search,iOS,5,9,9.906938833149294,2.66,22,24,1,6.0,1,9,3,5,14,1,10,6,1,0.421,0,0
100151,19.0,Female,USA,influencer,Android,49,4,7.55005129771901,4.75,12,14,1,0.0,1,7,2,0,0,0,12,0,6,0.414,0,0
100152,14.0,Male,Japan,organic,iOS,10,5,17.73812363184584,3.68,18,18,1,3.0,0,10,3,1,2,2,24,3,1,0.787,1,0
100153,23.0,Male,Brazil,organic,iOS,12,2,9.320702271001574,1.08,12,12,1,2.0,0,8,4,2,3,2,20,1,2,0.117,1,0
100154,27.0,Male,USA,organic,Android,11,8,8.728570090036309,2.46,6,6,1,1.0,0,5,2,0,0,0,21,2,3,0.671,0,0
100155,,Female,UK,organic,iOS,18,13,13.187907898898278,12.66,21,22,1,,0,13,6,4,16,2,8,1,4,0.697,2,0
100156,28.0,Male,USA,organic,Android,1,8,16.441668382692615,2.82,21,21,0,3.0,1,13,4,5,10,2,16,5,2,0.426,1,1
100157,35.0,Female,India,paid_search,Android,8,2,9.811362396486334,0.88,5,6,0,1.0,0,3,2,0,0,0,9,5,6,0.762,0,0
100158,23.0,Female,India,organic,Android,30,7,11.342051024070752,3.92,13,15,0,1.0,0,4,2,1,3,2,7,1,10,0.746,2,0
100159,18.0,Male,USA,paid_search,Android,11,9,8.244473822719726,3.57,18,18,1,4.0,1,9,4,0,0,4,9,3,3,0.782,1,0
100160,19.0,Male,Germany,paid_search,Android,33,7,13.381889057722368,5.42,26,27,1,3.0,1,17,4,5,12,0,20,1,2,0.619,3,0
100161,21.0,Male,UK,paid_social,iOS,10,12,16.427499111786652,8.74,22,24,1,3.0,1,3,1,2,5,0,22,1,4,0.537,0,0
100162,44.0,Male,Brazil,paid_social,Android,11,7,6.628025157959595,2.5,9,11,1,4.0,0,4,2,1,3,1,12,10,2,0.77,0,0
100163,20.0,Female,Philippines,organic,iOS,13,5,10.082408246792358,2.6,11,13,1,,1,7,1,2,7,1,13,4,2,0.615,3,0
100164,34.0,Female,Japan,referral,Android,41,10,2.191784375550238,2.41,8,9,1,0.0,1,7,3,2,3,2,15,16,3,0.407,2,1
100165,20.0,Female,Philippines,paid_social,Android,1,4,5.749250790842876,0.34,10,10,1,0.0,1,4,1,1,2,0,9,3,4,0.849,1,0
100166,34.0,Male,Canada,referral,Android,4,6,1.8713784590990699,0.18,11,13,1,0.0,0,2,1,2,5,0,15,7,8,0.812,1,0
100167,30.0,Male,Japan,paid_social,iOS,37,4,7.3986966555490845,3.72,4,4,1,1.0,0,2,1,1,2,0,9,1,2,0.941,0,0
100168,26.0,Female,Philippines,paid_search,iOS,90,6,9.16297609104414,8.84,10,11,1,0.0,1,5,3,1,3,2,14,1,3,0.562,1,0
100169,27.0,Female,India,paid_social,iOS,10,4,20.095264101537772,2.05,27,28,1,4.0,0,9,2,4,6,5,19,6,1,0.645,1,0
100170,22.0,Female,USA,paid_social,Android,44,15,11.586765141610925,11.1,17,17,1,4.0,1,11,3,4,9,4,16,0,1,0.366,1,0
100171,31.0,Female,UK,paid_social,iOS,2,11,13.060324348837668,3.73,22,22,1,2.0,0,21,4,5,19,1,23,2,3,0.587,0,1
100172,,Female,Mexico,paid_search,Android,2,4,15.455255772029513,0.81,18,20,1,3.0,1,8,2,4,14,2,12,4,3,0.629,1,0
100173,17.0,Male,Philippines,paid_social,iOS,10,13,6.715952263107411,4.21,20,21,1,3.0,1,11,5,2,7,1,10,1,0,0.443,2,1
100174,17.0,Male,Indonesia,referral,Android,14,13,18.331654731146454,6.11,14,15,1,3.0,1,9,4,6,13,0,17,8,2,0.39,0,0
100175,28.0,Female,Philippines,organic,Android,42,4,9.728511218142529,3.57,28,29,0,1.0,1,10,3,3,5,2,12,3,1,0.818,2,0
100176,40.0,Male,UK,influencer,Android,60,7,7.77732458594554,4.77,9,11,1,0.0,1,2,1,3,5,0,24,2,5,0.848,1,0
100177,28.0,Female,Indonesia,influencer,Android,1,10,8.445679869276773,1.71,16,18,1,2.0,1,11,2,1,2,1,23,0,6,0.647,0,0
100178,26.0,Male,USA,organic,Android,4,5,,0.95,4,4,0,,0,3,1,1,2,0,2,2,4,0.889,2,0
100179,29.0,Male,Brazil,organic,Android,18,7,10.777515996437463,4.03,19,19,1,1.0,1,7,2,3,11,3,20,5,5,0.756,0,0
100180,37.0,Male,USA,paid_social,Android,3,10,7.856368512920554,1.02,9,9,1,2.0,0,5,1,0,0,2,14,10,4,0.37,0,0
100181,29.0,Female,USA,organic,Android,48,17,23.631555003719832,31.13,29,31,1,5.0,0,6,3,4,9,6,9,20,4,0.479,0,0
100182,24.0,Female,Germany,organic,iOS,3,3,12.974978112850382,0.69,12,12,1,0.0,1,5,2,0,0,1,17,0,2,0.398,1,0
100183,36.0,Male,USA,paid_social,iOS,10,3,10.284937084593686,0.65,12,14,1,2.0,1,2,1,2,3,1,7,3,2,0.472,0,0
100184,30.0,Male,Japan,paid_search,iOS,35,8,7.484905310472497,4.43,15,16,1,4.0,0,11,3,1,2,2,10,1,1,0.545,1,0
100185,39.0,Male,Brazil,organic,Android,8,6,5.742947942994699,1.38,13,15,1,1.0,0,11,5,2,7,2,23,3,2,0.639,0,0
100186,28.0,Male,UK,influencer,Android,50,3,15.896440429406736,7.17,26,28,1,,1,13,4,5,15,2,21,7,5,0.721,0,0
